50-20_199.jpg,740,109,825,178,0
50-20_199.jpg,485,136,545,185,1
50-20_199.jpg,467,190,544,238,1
50-20_199.jpg,471,250,531,312,1
50-20_199.jpg,457,316,528,357,0
50-20_199.jpg,474,545,526,597,0
50-20_199.jpg,147,475,205,552,1
50-20_200.jpg,745,129,824,189,0
50-20_200.jpg,477,136,546,188,1
50-20_200.jpg,466,194,557,242,1
50-20_200.jpg,465,266,534,322,1
50-20_200.jpg,451,317,534,365,0
50-20_200.jpg,472,548,539,600,0
50-20_200.jpg,135,475,211,569,1
50-20_201.jpg,751,131,821,201,0
50-20_201.jpg,477,148,545,193,1
50-20_201.jpg,474,191,557,240,1
50-20_201.jpg,476,271,536,327,0
50-20_201.jpg,460,326,534,381,0
50-20_201.jpg,473,564,532,600,0
50-20_201.jpg,145,469,204,555,1
50-20_202.jpg,152,476,213,553,1
50-20_202.jpg,462,331,544,382,0
50-20_202.jpg,471,275,529,329,0
50-20_202.jpg,486,196,554,256,1
50-20_202.jpg,486,146,542,196,1
50-20_202.jpg,747,146,814,221,0
50-20_203.jpg,749,157,809,235,0
50-20_203.jpg,479,152,550,207,1
50-20_203.jpg,484,195,532,255,1
50-20_203.jpg,460,282,533,333,1
50-20_203.jpg,468,337,555,390,0
50-20_203.jpg,154,469,208,550,1
50-20_204.jpg,759,156,817,249,0
50-20_204.jpg,482,155,548,203,1
50-20_204.jpg,473,200,537,257,1
50-20_204.jpg,460,292,536,340,1
50-20_204.jpg,478,349,549,396,0
50-20_204.jpg,160,474,203,552,1
50-20_205.jpg,150,473,206,554,1
50-20_205.jpg,481,350,532,401,0
50-20_205.jpg,455,291,546,350,1
50-20_205.jpg,453,207,542,258,1
50-20_205.jpg,476,154,544,216,1
50-20_205.jpg,759,179,830,254,0
50-20_206.jpg,761,196,821,276,0
50-20_206.jpg,483,158,535,219,0
50-20_206.jpg,452,216,539,268,1
50-20_206.jpg,472,304,537,353,1
50-20_206.jpg,455,353,536,406,0
50-20_206.jpg,152,476,197,559,1
50-20_207.jpg,767,206,816,284,0
50-20_207.jpg,484,158,540,224,0
50-20_207.jpg,451,221,541,273,1
50-20_207.jpg,475,307,538,361,1
50-20_207.jpg,465,369,531,429,0
50-20_207.jpg,155,474,204,558,1
50-20_208.jpg,156,476,215,553,1
50-20_208.jpg,467,370,538,429,0
50-20_208.jpg,481,315,545,371,1
50-20_208.jpg,459,234,545,284,1
50-20_208.jpg,481,166,541,231,0
50-20_208.jpg,754,214,829,282,0
50-20_209.jpg,750,221,844,298,0
50-20_209.jpg,482,174,536,234,0
50-20_209.jpg,458,239,556,297,1
50-20_209.jpg,477,317,533,375,1
50-20_209.jpg,473,379,540,434,0
50-20_209.jpg,150,477,205,558,1
50-20_216.jpg,151,497,204,571,1
50-20_216.jpg,463,421,533,496,0
50-20_216.jpg,475,361,532,416,1
50-20_216.jpg,464,292,531,367,0
50-20_216.jpg,459,223,540,285,1
50-20_216.jpg,759,303,824,381,0
50-20_217.jpg,755,313,824,395,1
50-20_217.jpg,448,227,537,296,1
50-20_217.jpg,465,297,551,360,0
50-20_217.jpg,467,362,539,427,0
50-20_217.jpg,473,428,536,499,0
50-20_217.jpg,147,492,205,577,1
50-20_218.jpg,150,500,205,572,1
50-20_218.jpg,473,439,533,497,0
50-20_218.jpg,467,368,528,429,0
50-20_218.jpg,475,301,534,368,1
50-20_218.jpg,451,232,539,304,1
50-20_218.jpg,761,338,824,403,1
50-20_219.jpg,753,356,835,427,1
50-20_219.jpg,461,246,543,303,0
50-20_219.jpg,476,307,532,369,1
50-20_219.jpg,474,369,539,425,1
50-20_219.jpg,469,452,526,509,0
50-20_219.jpg,153,499,206,580,1
50-20_220.jpg,752,369,833,443,1
50-20_220.jpg,458,248,539,312,0
50-20_220.jpg,474,308,528,374,1
50-20_220.jpg,475,372,538,425,1
50-20_220.jpg,456,459,526,513,0
50-20_220.jpg,148,500,202,575,1
50-20_221.jpg,747,388,823,447,0
50-20_221.jpg,749,39,812,93,1
50-20_221.jpg,469,252,537,327,1
50-20_221.jpg,462,316,526,368,1
50-20_221.jpg,476,378,526,426,1
50-20_221.jpg,447,468,525,512,0
50-20_221.jpg,146,503,204,572,1
50-20_222.jpg,152,503,208,576,1
50-20_222.jpg,451,474,524,523,0
50-20_222.jpg,465,376,527,424,1
50-20_222.jpg,456,324,520,378,1
50-20_222.jpg,472,265,531,336,1
50-20_222.jpg,736,396,802,448,0
50-20_222.jpg,744,49,809,111,1
50-20_223.jpg,740,416,804,478,0
50-20_223.jpg,745,63,806,139,1
50-20_223.jpg,470,265,534,340,1
50-20_223.jpg,445,329,526,382,1
50-20_223.jpg,458,382,526,432,1
50-20_223.jpg,450,488,539,528,0
50-20_223.jpg,148,502,208,586,1
50-20_224.jpg,151,508,205,583,1
50-20_224.jpg,453,489,522,549,0
50-20_224.jpg,455,387,520,435,1
50-20_224.jpg,448,340,521,384,1
50-20_224.jpg,467,273,531,350,0
50-20_224.jpg,735,418,799,499,0
50-20_224.jpg,748,77,812,162,1
50-20_226.jpg,760,111,815,180,1
50-20_226.jpg,746,451,809,538,1
50-20_226.jpg,468,519,537,567,0
50-20_226.jpg,463,395,529,451,1
50-20_226.jpg,450,354,530,399,1
50-20_226.jpg,469,278,525,348,1
50-20_226.jpg,460,34,528,83,1
50-20_226.jpg,152,511,200,589,1
50-20_227.jpg,151,521,202,593,0
50-20_227.jpg,461,520,538,573,0
50-20_227.jpg,463,405,540,451,1
50-20_227.jpg,453,359,538,397,1
50-20_227.jpg,468,280,521,356,1
50-20_227.jpg,459,37,535,87,1
50-20_227.jpg,761,466,812,551,0
50-20_227.jpg,750,128,843,182,1
50-20_228.jpg,140,521,197,594,1
50-20_228.jpg,471,530,538,584,0
50-20_228.jpg,480,406,536,458,0
